Unnamed: 0,smiles,property,value,Augmented_SMILES
841,[*]CC1([*])CCCCC1,Egc,6.3291,"['*C1(CCCCC1)C*', 'C1CCCC(C1)(*)C*', 'C1CC(C*)(*)CCC1', 'C1CCC(CC1)(C*)*', 'C(C1(CCCCC1)*)*']"
842,[*]CC([*])c1ccccc1C(=O)OC,Egc,5.0713,"['*CC(*)c1ccccc1C(=O)OC', 'O=C(c1ccccc1C(*)C*)OC', 'C(*)(c1ccccc1C(=O)OC)C*', 'C(*)C(*)c1c(C(=O)OC)cccc1', 'C(C*)(*)c1ccccc1C(OC)=O']"
843,[*]CC([*])c1ccccc1Cl,Egc,2.4139,"['c1c(c(ccc1)C(*)C*)Cl', '*C(C*)c1ccccc1Cl', 'Clc1c(cccc1)C(*)C*', '*CC(c1c(cccc1)Cl)*', '*C(c1ccccc1Cl)C*']"
844,[*]CC([*])c1cccc(C)c1,Egc,5.185,"['C(C(*)c1cc(ccc1)C)*', 'c1ccc(cc1C)C(C*)*', '*CC(*)c1cccc(C)c1', 'C(C*)(c1cc(ccc1)C)*', 'c1c(C)cccc1C(C*)*']"
848,[*]CC([*])c1ccc(C(=O)CCN2CCCCC2)cc1,Egc,2.7084,"['O=C(c1ccc(cc1)C(*)C*)CCN1CCCCC1', 'c1cc(C(C*)*)ccc1C(CCN1CCCCC1)=O', 'C(c1ccc(cc1)C(*)C*)(=O)CCN1CCCCC1', 'C1CCN(CCC(=O)c2ccc(cc2)C(C*)*)CC1', 'C1CCN(CCC(=O)c2ccc(C(*)C*)cc2)CC1']"
849,[*]CC([*])c1ccc(C(=O)OCC(C)C)cc1,Egc,4.9663,"['CC(COC(=O)c1ccc(cc1)C(C*)*)C', 'c1c(C(OCC(C)C)=O)ccc(c1)C(*)C*', 'O(C(c1ccc(C(*)C*)cc1)=O)CC(C)C', 'C(COC(c1ccc(cc1)C(C*)*)=O)(C)C', 'C(*)(C*)c1ccc(cc1)C(=O)OCC(C)C']"
850,[*]CC([*])c1ccc(C(=O)OCCCCCC)cc1,Egc,4.7078,"['C(*)C(*)c1ccc(C(=O)OCCCCCC)cc1', 'C(CCC)CCOC(c1ccc(C(C*)*)cc1)=O', '*C(c1ccc(cc1)C(=O)OCCCCCC)C*', 'c1(ccc(C(*)C*)cc1)C(=O)OCCCCCC', '*C(C*)c1ccc(cc1)C(OCCCCCC)=O']"
851,[*]CC([*])c1ccc(C(=O)Cc2ccccc2)cc1,Egc,3.6382,"['c1c(C(*)C*)ccc(c1)C(=O)Cc1ccccc1', 'c1cc(ccc1)CC(c1ccc(C(C*)*)cc1)=O', 'C(C(*)c1ccc(cc1)C(=O)Cc1ccccc1)*', 'c1cc(ccc1)CC(c1ccc(cc1)C(*)C*)=O', 'c1c(CC(=O)c2ccc(C(*)C*)cc2)cccc1']"
855,[*]CC([*])c1cc(C)ccc1C,Egc,4.9137,"['c1(c(ccc(c1)C)C)C(*)C*', '*C(C*)c1c(ccc(c1)C)C', 'c1c(cc(C(C*)*)c(C)c1)C', 'Cc1ccc(cc1C(C*)*)C', 'Cc1c(cc(cc1)C)C(*)C*']"
856,[*]CC([*])c1cc(Cl)ccc1Cl,Egc,2.6378,"['C(*)(c1c(Cl)ccc(c1)Cl)C*', 'c1c(Cl)c(C(*)C*)cc(Cl)c1', 'Clc1cc(c(cc1)Cl)C(*)C*', 'c1(c(Cl)ccc(c1)Cl)C(*)C*', '*CC(c1cc(Cl)ccc1Cl)*']"
857,[*]CC([*])c1cc(C)ccc1F,Egc,4.5949,"['c1(C(*)C*)c(ccc(C)c1)F', 'Fc1c(C(C*)*)cc(C)cc1', 'c1(C)ccc(F)c(C(C*)*)c1', '*CC(c1c(F)ccc(C)c1)*', 'c1(c(C(*)C*)cc(cc1)C)F']"
858,[*]CC([*])c1cc(Br)ccc1OCCCC,Egc,4.5078,"['c1cc(cc(C(C*)*)c1OCCCC)Br', 'CCCCOc1ccc(cc1C(*)C*)Br', 'c1c(c(OCCCC)ccc1Br)C(C*)*', 'C(C(*)c1c(ccc(Br)c1)OCCCC)*', 'C(CCC)Oc1ccc(cc1C(C*)*)Br']"
860,[*]CC([*])c1cc(Br)ccc1OC(C)C,Egc,4.6199,"['*C(c1cc(Br)ccc1OC(C)C)C*', 'c1c(Br)cc(c(OC(C)C)c1)C(C*)*', 'C(Oc1c(cc(Br)cc1)C(*)C*)(C)C', 'C(Oc1c(C(*)C*)cc(cc1)Br)(C)C', 'c1c(ccc(OC(C)C)c1C(C*)*)Br']"
861,[*]CC([*])c1ccc(C)c(C)c1,Egc,4.4861,"['C(*)C(*)c1ccc(C)c(c1)C', 'c1(cc(C(C*)*)ccc1C)C', '*C(C*)c1ccc(c(c1)C)C', 'Cc1cc(ccc1C)C(*)C*', 'C(c1ccc(C)c(C)c1)(*)C*']"
862,[*]CC([*])c1ccc(Cl)c(C)c1,Egc,4.762,"['Clc1ccc(cc1C)C(*)C*', 'Cc1cc(C(*)C*)ccc1Cl', 'c1(Cl)ccc(C(*)C*)cc1C', 'C(C*)(c1cc(C)c(cc1)Cl)*', 'C(*)(c1cc(c(Cl)cc1)C)C*']"
864,[*]C(F)(F)C([*])(F)c1ccccc1,Egc,5.6014,"['C(*)(C(F)(*)c1ccccc1)(F)F', 'C(*)(c1ccccc1)(C(F)(*)F)F', 'c1c(C(F)(C(F)(*)F)*)cccc1', 'c1(ccccc1)C(*)(F)C(F)(F)*', 'c1cccc(c1)C(*)(F)C(*)(F)F']"
865,[*]CC([*])c1ccc(C(=O)CCN2CCOCC2)cc1,Egc,3.2629,"['C(CC(=O)c1ccc(C(C*)*)cc1)N1CCOCC1', '*CC(c1ccc(cc1)C(CCN1CCOCC1)=O)*', '*C(c1ccc(cc1)C(=O)CCN1CCOCC1)C*', '*C(c1ccc(C(=O)CCN2CCOCC2)cc1)C*', 'C(C*)(c1ccc(C(=O)CCN2CCOCC2)cc1)*']"
866,[*]CC([*])c1ccc2ccccc2c1,Egc,3.6351,"['*CC(*)c1cc2ccccc2cc1', 'c12ccccc2cc(C(C*)*)cc1', '*C(C*)c1ccc2ccccc2c1', 'C(C*)(c1cc2c(cc1)cccc2)*', 'c1c2c(ccc1)ccc(C(C*)*)c2']"
867,[*]CC([*])c1ccncc1,Egc,2.5368,"['*C(C*)c1ccncc1', 'n1ccc(cc1)C(C*)*', 'c1nccc(C(C*)*)c1', '*CC(c1ccncc1)*', 'C(*)C(c1ccncc1)*']"
868,[*]CC([*])c1cccc(C)n1,Egc,5.0497,"['c1(C)cccc(C(*)C*)n1', 'c1(C(*)C*)cccc(C)n1', 'C(c1cccc(n1)C)(*)C*', '*CC(c1cccc(C)n1)*', 'C(C(*)c1nc(ccc1)C)*']"
869,[*]CC([*])c1ccc(C)nc1,Egc,4.8601,"['*CC(*)c1cnc(C)cc1', 'c1(ncc(cc1)C(*)C*)C', '*C(C*)c1ccc(nc1)C', 'C(C(*)c1ccc(nc1)C)*', 'n1cc(C(C*)*)ccc1C']"
871,[*]CC(CC([*])(C#N)C(=O)OC)c1ccccc1,Egc,5.5884,"['c1ccccc1C(CC(C(=O)OC)(*)C#N)C*', 'C(C(CC(c1ccccc1)C*)(C(OC)=O)*)#N', 'O(C)C(=O)C(C#N)(*)CC(c1ccccc1)C*', 'c1c(C(C*)CC(*)(C#N)C(OC)=O)cccc1', 'c1cc(ccc1)C(C*)CC(C#N)(C(=O)OC)*']"
872,[*]CC([*])O,Egc,6.3648,"['C(C*)(O)*', 'OC(*)C*', 'C(C(*)O)*', 'C(C(O)*)*', 'C(O)(C*)*']"
873,[*]CC([*])C#N,Egc,7.7741,"['C(C(C#N)*)*', 'C(C(*)C*)#N', 'C(*)C(*)C#N', 'C(C*)(*)C#N', '*CC(C#N)*']"
874,[*]CC([*])(C)C#N,Egc,7.6319,"['C(#N)C(*)(C*)C', 'N#CC(*)(C*)C', 'C(C(C#N)(*)C)*', '*C(C*)(C#N)C', 'C(C(C#N)(C)*)*']"
875,[*]CC([*])n1c2ccccc2c2ccccc21,Egc,4.0449,"['c1c2c(ccc1)n(C(C*)*)c1c2cccc1', '*CC(*)n1c2ccccc2c2ccccc21', 'c1ccc2c3c(cccc3)n(C(*)C*)c2c1', 'c1cc2c(cc1)n(C(*)C*)c1ccccc12', 'c12c(cccc1)n(C(*)C*)c1ccccc12']"
876,[*]CC([*])OC,Egc,5.5335,"['O(C(C*)*)C', '*C(OC)C*', 'COC(*)C*', 'C(C*)(*)OC', 'O(C)C(*)C*']"
877,[*]CC([*])OCCCCC,Egc,5.9056,"['*CC(*)OCCCCC', 'O(CCCCC)C(C*)*', 'C(*)C(OCCCCC)*', 'CCCCCOC(*)C*', 'C(COC(C*)*)CCC']"
878,[*]CC([*])OC(C)=O,Egc,6.8523,"['O(C(C*)*)C(C)=O', 'C(*)(C*)OC(=O)C', 'O(C(=O)C)C(*)C*', '*CC(OC(C)=O)*', 'O=C(C)OC(C*)*']"
879,[*]CC([*])OC(=O)CC,Egc,6.5454,"['C(C(*)OC(=O)CC)*', 'C(C)C(=O)OC(*)C*', 'C(C(OC(CC)=O)*)*', 'C(CC)(OC(*)C*)=O', '*CC(OC(CC)=O)*']"
880,[*]CC([*])OC=O,Egc,6.9603,"['*C(OC=O)C*', 'C(OC(C*)*)=O', '*CC(OC=O)*', 'C(OC(*)C*)=O', 'O(C(*)C*)C=O']"
882,[*]CC([*])OC(=O)C(F)(F)F,Egc,6.7842,"['*C(OC(C(F)(F)F)=O)C*', 'FC(F)(C(=O)OC(*)C*)F', 'O=C(OC(*)C*)C(F)(F)F', 'FC(F)(C(OC(*)C*)=O)F', 'C(F)(F)(C(=O)OC(C*)*)F']"
883,[*]C=CC(C[*])OC,Egc,5.0501,"['O(C)C(C=C*)C*', 'COC(C=C*)C*', 'C(C(C=C*)OC)*', 'C(=CC(OC)C*)*', '*CC(OC)C=C*']"
885,[*]CC([*])CCc1ccc(C)cc1,Egc,5.1686,"['C(c1ccc(cc1)C)CC(*)C*', 'c1cc(CCC(*)C*)ccc1C', 'C(Cc1ccc(C)cc1)C(*)C*', 'C(*)(CCc1ccc(C)cc1)C*', '*C(CCc1ccc(cc1)C)C*']"
886,[*]CC([*])OCCCCCCCCCCCC,Egc,5.4919,"['C(CCC)CCCCCCCCOC(C*)*', 'C(CCCCCCCCCC)COC(*)C*', 'C(CCCCCCC)CCCCOC(*)C*', 'O(C(*)C*)CCCCCCCCCCCC', 'C(CCCCCC)CCCCCOC(*)C*']"
887,[*]C(C)C([*])OC,Egc,5.326,"['C(C(*)C)(*)OC', '*C(C)C(*)OC', 'COC(*)C(*)C', '*C(OC)C(*)C', 'C(*)(OC)C(*)C']"
888,[*]C1CC([*])(C#N)C1,Egc,6.8104,"['C1(CC(C#N)(*)C1)*', 'C(#N)C1(CC(*)C1)*', 'N#CC1(CC(*)C1)*', 'C1(CC(*)C1)(C#N)*', 'C1C(*)(C#N)CC1*']"
889,[*]C(C)C([*])O,Egc,6.0639,"['CC(*)C(*)O', 'C(C(*)C)(O)*', '*C(C)C(*)O', 'C(C(*)C)(*)O', '*C(C(*)C)O']"
891,[*]CC([*])C(=O)c1ccccc1O,Egc,1.7298,"['c1ccc(O)c(c1)C(=O)C(C*)*', 'c1(O)ccccc1C(C(C*)*)=O', '*C(C(=O)c1c(O)cccc1)C*', 'c1ccc(O)c(C(C(C*)*)=O)c1', 'C(C*)(*)C(=O)c1c(cccc1)O']"
892,[*]C([*])O,Egc,6.4482,"['*C(O)*', 'C(*)(*)O', '*C(*)O', 'OC(*)*', 'C(*)(O)*']"
893,[*]CC([*])SCC,Egc,4.9086,"['CCSC(C*)*', 'C(C*)(*)SCC', 'C(SCC)(*)C*', '*C(C*)SCC', 'CCSC(*)C*']"
894,[*]C(F)(F)C([*])(F)OC(F)(F)C(F)(F)F,Egc,8.7447,"['FC(F)(*)C(*)(OC(F)(F)C(F)(F)F)F', 'FC(F)(C(F)(OC(*)(F)C(*)(F)F)F)F', 'C(F)(OC(F)(F)C(F)(F)F)(C(F)(F)*)*', '*C(C(F)(*)OC(C(F)(F)F)(F)F)(F)F', 'FC(F)(F)C(F)(F)OC(*)(F)C(F)(F)*']"
895,[*]C(OC(F)(F)F)C([*])(F)F,Egc,8.5308,"['FC(F)(F)OC(C(*)(F)F)*', 'C(C(F)(F)*)(OC(F)(F)F)*', 'FC(*)(C(OC(F)(F)F)*)F', 'C(F)(F)(OC(C(F)(*)F)*)F', 'O(C(C(F)(*)F)*)C(F)(F)F']"
896,[*]C(F)C([*])(F)OC(F)(F)F,Egc,8.1265,"['*C(F)(OC(F)(F)F)C(*)F', 'C(*)(C(*)(F)OC(F)(F)F)F', 'C(C(*)(OC(F)(F)F)F)(*)F', 'FC(F)(F)OC(C(*)F)(F)*', 'O(C(F)(C(*)F)*)C(F)(F)F']"
899,[*]CC([*])(F)C(C)=O,Egc,4.643,"['FC(C(C)=O)(*)C*', '*CC(C(=O)C)(F)*', 'C(C(F)(C*)*)(=O)C', 'FC(C*)(C(C)=O)*', 'O=C(C)C(F)(*)C*']"
900,[*]CC([*])C(=O)c1ccc(Br)c(OC)c1,Egc,3.8338,"['COc1cc(C(=O)C(C*)*)ccc1Br', 'COc1cc(ccc1Br)C(C(C*)*)=O', 'COc1c(Br)ccc(C(=O)C(*)C*)c1', 'c1cc(c(OC)cc1C(C(*)C*)=O)Br', 'Brc1c(OC)cc(C(=O)C(C*)*)cc1']"
901,[*]CC([*])C(=O)c1ccc(CC)cc1,Egc,4.27,"['C(C(C(c1ccc(cc1)CC)=O)*)*', 'c1cc(C(=O)C(*)C*)ccc1CC', 'C(c1ccc(cc1)C(C(*)C*)=O)C', 'C(*)C(*)C(c1ccc(cc1)CC)=O', 'C(c1ccc(cc1)C(=O)C(*)C*)C']"
902,[*]CC([*])OC(=O)c1ccc(OC(C)=O)cc1,Egc,4.6237,"['C(*)C(*)OC(=O)c1ccc(OC(C)=O)cc1', '*C(C*)OC(=O)c1ccc(OC(C)=O)cc1', '*CC(OC(c1ccc(cc1)OC(=O)C)=O)*', 'c1c(ccc(OC(C)=O)c1)C(=O)OC(*)C*', 'O=C(Oc1ccc(C(OC(*)C*)=O)cc1)C']"
903,[*]CC([*])OC(=O)c1cccc(Br)c1,Egc,4.2289,"['O(C(c1cc(ccc1)Br)=O)C(*)C*', 'c1(Br)cccc(c1)C(OC(*)C*)=O', 'c1cc(Br)cc(C(=O)OC(*)C*)c1', 'C(c1cccc(c1)Br)(OC(C*)*)=O', 'C(c1cccc(c1)Br)(=O)OC(C*)*']"
904,[*]CC([*])OC(=O)c1cccc(Cl)c1,Egc,1.7974,"['c1(Cl)cccc(C(OC(C*)*)=O)c1', 'c1(cccc(c1)Cl)C(=O)OC(*)C*', 'C(OC(=O)c1cccc(Cl)c1)(*)C*', 'c1c(C(=O)OC(*)C*)cc(cc1)Cl', 'C(c1cccc(c1)Cl)(OC(*)C*)=O']"
906,[*]CC([*])OC(=O)C(F)(F)C(F)(F)F,Egc,6.6309,"['O(C(C*)*)C(C(F)(C(F)(F)F)F)=O', 'C(C(*)OC(C(F)(F)C(F)(F)F)=O)*', 'C(C(OC(*)C*)=O)(F)(C(F)(F)F)F', 'C(F)(F)(C(C(=O)OC(C*)*)(F)F)F', '*C(OC(=O)C(C(F)(F)F)(F)F)C*']"
907,[*]CC([*])OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Egc,6.4713,"['C(C(F)(F)F)(F)(F)C(C(F)(C(=O)OC(C*)*)F)(F)F', 'FC(F)(F)C(C(C(F)(C(OC(C*)*)=O)F)(F)F)(F)F', 'FC(C(F)(F)F)(C(C(F)(C(OC(*)C*)=O)F)(F)F)F', 'FC(C(F)(C(=O)OC(*)C*)F)(F)C(F)(C(F)(F)F)F', 'FC(F)(C(F)(F)F)C(C(F)(C(OC(C*)*)=O)F)(F)F']"
910,[*]CC([*])OC(=O)C(C)(C)C,Egc,6.1579,"['CC(C(=O)OC(C*)*)(C)C', 'C(C(OC(=O)C(C)(C)C)*)*', 'C(C)(C(=O)OC(*)C*)(C)C', '*C(OC(C(C)(C)C)=O)C*', 'CC(C)(C(=O)OC(*)C*)C']"
911,[*]C=C([*])c1ccccc1,Egc,0.1289,"['c1ccc(C(=C*)*)cc1', 'c1ccc(cc1)C(=C*)*', 'c1ccc(C(*)=C*)cc1', 'c1cc(C(=C*)*)ccc1', 'C(*)=C(*)c1ccccc1']"
912,[*]CC([*])OC(=O)CCC,Egc,6.8545,"['C(C(*)OC(=O)CCC)*', 'C(CC)C(OC(C*)*)=O', '*CC(*)OC(CCC)=O', 'O=C(OC(*)C*)CCC', '*C(OC(CCC)=O)C*']"
913,[*]CC([*])c1cccs1,Egc,1.7879,"['c1ccc(C(*)C*)s1', 'C(C(c1cccs1)*)*', '*CC(c1cccs1)*', 's1c(ccc1)C(C*)*', 's1cccc1C(*)C*']"
914,[*]CC([*])OCCCl,Egc,6.0339,"['ClCCOC(*)C*', 'ClCCOC(C*)*', '*CC(*)OCCCl', 'C(*)(C*)OCCCl', '*C(C*)OCCCl']"
915,[*]CC([*])c1nc(C)nc(C)n1,Egc,5.2445,"['Cc1nc(nc(C(C*)*)n1)C', '*CC(*)c1nc(C)nc(n1)C', 'Cc1nc(nc(n1)C)C(*)C*', 'n1c(C)nc(nc1C(C*)*)C', 'c1(nc(nc(C(*)C*)n1)C)C']"
916,[*]CC([*])OC(=O)CCCCC,Egc,6.3448,"['C(*)(OC(CCCCC)=O)C*', 'C(*)C(*)OC(CCCCC)=O', 'C(C(OC(*)C*)=O)CCCC', 'C(=O)(CCCCC)OC(*)C*', 'C(C(*)OC(CCCCC)=O)*']"
917,[*]CC(OC)C1C(=O)OC(=O)C1[*],Egc,5.9975,"['C1(C(C(OC)C*)C(*)C(O1)=O)=O', 'O1C(C(C(C1=O)*)C(OC)C*)=O', 'C1(OC(=O)C(C1*)C(C*)OC)=O', 'C(C*)(OC)C1C(*)C(=O)OC1=O', 'O1C(=O)C(C(C(OC)C*)C1=O)*']"
918,[*]CC(OC)C(C(=O)O)C([*])C(=O)O,Egc,6.3287,"['*CC(C(C(O)=O)C(C(=O)O)*)OC', 'C(C(C*)OC)(C(O)=O)C(C(O)=O)*', 'OC(C(C(C*)OC)C(*)C(=O)O)=O', 'C(=O)(O)C(C(C*)OC)C(C(=O)O)*', 'C(C(C(C*)OC)C(C(=O)O)*)(=O)O']"
919,[*]CC([*])n1ccnc1,Egc,4.8897,"['c1ncn(c1)C(C*)*', 'c1cn(C(*)C*)cn1', 'n1(C(C*)*)cncc1', 'C(*)(C*)n1cncc1', '*C(n1cncc1)C*']"
920,[*]CC([*])C(=O)c1ccc(Br)cc1,Egc,1.5897,"['C(C(C(=O)c1ccc(Br)cc1)*)*', 'C(C(c1ccc(Br)cc1)=O)(C*)*', 'c1cc(Br)ccc1C(=O)C(C*)*', '*C(C(=O)c1ccc(cc1)Br)C*', 'C(*)(C*)C(=O)c1ccc(Br)cc1']"
921,[*]CC([*])OC(=O)CC1CCCC1,Egc,6.5327,"['C(C*)(OC(=O)CC1CCCC1)*', 'C1CCCC1CC(=O)OC(*)C*', 'C(OC(C*)*)(CC1CCCC1)=O', 'C1(CCCC1)CC(=O)OC(C*)*', '*CC(*)OC(=O)CC1CCCC1']"
922,[*]CC([*])N1CCCC1=O,Egc,5.4797,"['N1(C(*)C*)CCCC1=O', 'O=C1CCCN1C(C*)*', '*C(N1CCCC1=O)C*', 'C1N(C(C*)*)C(=O)CC1', 'C1CCN(C(C*)*)C1=O']"
923,[*]CC([*])C(=O)O,Egc,6.7889,"['*C(C(O)=O)C*', 'O=C(O)C(*)C*', 'C(O)(C(*)C*)=O', '*CC(*)C(O)=O', 'OC(C(C*)*)=O']"
924,[*]CC([*])C(=O)OCC,Egc,6.2551,"['C(*)C(*)C(=O)OCC', '*CC(C(OCC)=O)*', 'C(C*)(*)C(OCC)=O', 'O=C(C(*)C*)OCC', 'O(C(=O)C(C*)*)CC']"
925,[*]CC([*])C(=O)OC(C)C,Egc,6.4162,"['C(C*)(*)C(=O)OC(C)C', 'O(C(C(*)C*)=O)C(C)C', '*CC(*)C(=O)OC(C)C', 'CC(OC(C(*)C*)=O)C', 'C(=O)(C(C*)*)OC(C)C']"
927,[*]CC([*])C(=O)OCCCCCCCCCCCCCC,Egc,6.5079,"['C(OC(C(C*)*)=O)CCCCCCCCCCCCC', 'C(CCCCCCCCOC(=O)C(*)C*)CCCCC', 'O=C(C(*)C*)OCCCCCCCCCCCCCC', 'C(CC)CCCCCCCCCCCOC(=O)C(C*)*', 'C(CCCCC)CCCCCCCCOC(C(*)C*)=O']"
928,[*]CC([*])C(=O)OCC=C,Egc,6.066,"['C(=C)COC(=O)C(C*)*', 'O=C(C(C*)*)OCC=C', 'O=C(OCC=C)C(C*)*', 'C(=C)COC(C(*)C*)=O', 'C(C(C*)*)(=O)OCC=C']"
929,[*]CC([*])C(=O)OCC(F)(F)F,Egc,6.7005,"['*CC(*)C(OCC(F)(F)F)=O', 'O(CC(F)(F)F)C(C(C*)*)=O', 'C(OC(C(C*)*)=O)C(F)(F)F', 'O(C(=O)C(C*)*)CC(F)(F)F', '*C(C(=O)OCC(F)(F)F)C*']"
931,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,Egc,6.784,"['*C(C(OCC(C(F)(F)C(F)(F)F)(F)F)=O)C*', 'C(*)C(C(OCC(C(F)(C(F)(F)F)F)(F)F)=O)*', '*C(C*)C(=O)OCC(F)(C(F)(F)C(F)(F)F)F', 'FC(F)(F)C(F)(C(COC(C(*)C*)=O)(F)F)F', 'FC(F)(C(F)(F)C(F)(COC(=O)C(*)C*)F)F']"
932,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Egc,6.3101,"['*CC(*)C(OCC(F)(C(F)(F)C(F)(F)C(F)(F)F)F)=O', 'FC(C(F)(F)C(F)(F)F)(F)C(F)(COC(C(C*)*)=O)F', 'C(F)(F)(COC(C(*)C*)=O)C(F)(F)C(F)(C(F)(F)F)F', 'C(C(*)C*)(=O)OCC(F)(C(C(C(F)(F)F)(F)F)(F)F)F', 'C(F)(C(F)(C(F)(F)F)F)(F)C(F)(COC(=O)C(*)C*)F']"
933,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Egc,6.2833,"['C(C(C(F)(C(C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)(F)F)F)(F)F)OC(=O)C(*)C*', 'FC(C(F)(C(F)(F)C(F)(F)C(F)(F)C(COC(C(*)C*)=O)(F)F)F)(F)C(F)(F)F', 'FC(F)(C(F)(C(F)(C(F)(F)C(F)(F)C(C(F)(F)F)(F)F)F)F)COC(=O)C(C*)*', 'FC(C(C(F)(C(F)(F)C(F)(F)C(F)(COC(C(*)C*)=O)F)F)(F)F)(F)C(F)(F)F', 'FC(F)(C(C(F)(F)C(C(F)(F)F)(F)F)(F)F)C(F)(C(F)(COC(=O)C(C*)*)F)F']"
934,[*]CC([*])C(=O)OCCCOC,Egc,5.8538,"['O(CCCOC)C(=O)C(*)C*', 'O(C)CCCOC(=O)C(C*)*', 'C(C(*)C*)(OCCCOC)=O', 'O(CCCOC(C(C*)*)=O)C', 'O(CCCOC(=O)C(*)C*)C']"
936,[*]CC([*])(C)C(=O)OC,Egc,6.5972,"['*CC(*)(C)C(=O)OC', 'O=C(OC)C(C*)(*)C', 'C(=O)(OC)C(C)(*)C*', 'C(*)C(C)(*)C(OC)=O', 'COC(C(C)(C*)*)=O']"
938,[*]CC([*])(C)C(=O)OCCCCCC,Egc,6.4509,"['C(CCOC(=O)C(C*)(C)*)CCC', '*C(C)(C(OCCCCCC)=O)C*', 'C(OC(=O)C(C)(C*)*)CCCCC', 'C(C*)(C(OCCCCCC)=O)(C)*', 'C(CCC)CCOC(=O)C(C)(C*)*']"
940,[*]CC([*])(C)C(=O)OCCc1ccccc1,Egc,5.7104,"['c1ccccc1CCOC(C(C*)(*)C)=O', 'CC(*)(C(OCCc1ccccc1)=O)C*', 'c1(ccccc1)CCOC(C(*)(C)C*)=O', 'c1ccc(cc1)CCOC(C(*)(C)C*)=O', 'c1(CCOC(C(C*)(*)C)=O)ccccc1']"
942,[*]CC([*])(C)C(=O)OCCBr,Egc,5.9262,"['C(C(=O)OCCBr)(C*)(C)*', 'C(C(C)(C(=O)OCCBr)*)*', 'C(COC(=O)C(C)(C*)*)Br', 'C(OCCBr)(C(C)(C*)*)=O', 'CC(C(=O)OCCBr)(*)C*']"
