Unnamed: 0,smiles,property,value,polymer_automated_frag,polymer_automated_frag_aug
843,[*]CC([*])c1ccccc1Cl,Egc,2.4139,"['C', 'Cc1ccccc1Cl']","[['C', 'Cc1ccccc1Cl'], ['Cc1ccccc1Cl', 'C']]"
844,[*]CC([*])c1cccc(C)c1,Egc,5.185,"['C', 'Cc1cccc(C)c1']","[['C', 'Cc1cccc(C)c1'], ['Cc1cccc(C)c1', 'C']]"
845,[*]CC([*])c1ccc(CCCCCC)cc1,Egc,4.9872,"['C', 'Cc1ccc(CCCCCC)cc1']","[['C', 'Cc1ccc(CCCCCC)cc1'], ['Cc1ccc(CCCCCC)cc1', 'C']]"
846,[*]CC([*])c1ccc(CCCCCCCCCCCCCCCC)cc1,Egc,5.0097,"['C', 'Cc1ccc(CCCCCCCCCCCCCCCC)cc1']","[['C', 'Cc1ccc(CCCCCCCCCCCCCCCC)cc1'], ['Cc1ccc(CCCCCCCCCCCCCCCC)cc1', 'C']]"
847,[*]CC([*])c1ccc(C(O)CCN2CCOCC2)cc1,Egc,3.8601,"['C', 'Cc1ccc(C(O)CCN2CCOCC2)cc1']","[['C', 'Cc1ccc(C(O)CCN2CCOCC2)cc1'], ['Cc1ccc(C(O)CCN2CCOCC2)cc1', 'C']]"
848,[*]CC([*])c1ccc(C(=O)CCN2CCCCC2)cc1,Egc,2.7084,"['C', 'Cc1ccc(C(=O)CCN2CCCCC2)cc1']","[['C', 'Cc1ccc(C(=O)CCN2CCCCC2)cc1'], ['Cc1ccc(C(=O)CCN2CCCCC2)cc1', 'C']]"
849,[*]CC([*])c1ccc(C(=O)OCC(C)C)cc1,Egc,4.9663,"['C', 'Cc1ccc(C(=O)OCC(C)C)cc1']","[['C', 'Cc1ccc(C(=O)OCC(C)C)cc1'], ['Cc1ccc(C(=O)OCC(C)C)cc1', 'C']]"
850,[*]CC([*])c1ccc(C(=O)OCCCCCC)cc1,Egc,4.7078,"['C', 'Cc1ccc(C(=O)OCCCCCC)cc1']","[['C', 'Cc1ccc(C(=O)OCCCCCC)cc1'], ['Cc1ccc(C(=O)OCCCCCC)cc1', 'C']]"
851,[*]CC([*])c1ccc(C(=O)Cc2ccccc2)cc1,Egc,3.6382,"['C', 'Cc1ccc(C(=O)Cc2ccccc2)cc1']","[['C', 'Cc1ccc(C(=O)Cc2ccccc2)cc1'], ['Cc1ccc(C(=O)Cc2ccccc2)cc1', 'C']]"
852,[*]CC([*])c1ccc(C(=O)c2ccccc2)cc1,Egc,3.5289,"['C', 'Cc1ccc(C(=O)c2ccccc2)cc1']","[['C', 'Cc1ccc(C(=O)c2ccccc2)cc1'], ['Cc1ccc(C(=O)c2ccccc2)cc1', 'C']]"
853,[*]CC([*])c1ccc(F)cc1,Egc,2.0489,"['C', 'Cc1ccc(F)cc1']","[['C', 'Cc1ccc(F)cc1'], ['Cc1ccc(F)cc1', 'C']]"
854,[*]CC([*])c1ccc(C)cc1C,Egc,4.8585,"['C', 'Cc1ccc(C)cc1C']","[['C', 'Cc1ccc(C)cc1C'], ['Cc1ccc(C)cc1C', 'C']]"
855,[*]CC([*])c1cc(C)ccc1C,Egc,4.9137,"['C', 'Cc1cc(C)ccc1C']","[['C', 'Cc1cc(C)ccc1C'], ['Cc1cc(C)ccc1C', 'C']]"
856,[*]CC([*])c1cc(Cl)ccc1Cl,Egc,2.6378,"['C', 'Cc1cc(Cl)ccc1Cl']","[['C', 'Cc1cc(Cl)ccc1Cl'], ['Cc1cc(Cl)ccc1Cl', 'C']]"
857,[*]CC([*])c1cc(C)ccc1F,Egc,4.5949,"['C', 'Cc1cc(C)ccc1F']","[['C', 'Cc1cc(C)ccc1F'], ['Cc1cc(C)ccc1F', 'C']]"
858,[*]CC([*])c1cc(Br)ccc1OCCCC,Egc,4.5078,"['C', 'Cc1cc(Br)ccc1OCCCC']","[['C', 'Cc1cc(Br)ccc1OCCCC'], ['Cc1cc(Br)ccc1OCCCC', 'C']]"
859,[*]CC([*])c1cc(Br)ccc1OCC,Egc,4.458,"['C', 'Cc1cc(Br)ccc1OCC']","[['C', 'Cc1cc(Br)ccc1OCC'], ['Cc1cc(Br)ccc1OCC', 'C']]"
861,[*]CC([*])c1ccc(C)c(C)c1,Egc,4.4861,"['C', 'Cc1ccc(C)c(C)c1']","[['C', 'Cc1ccc(C)c(C)c1'], ['Cc1ccc(C)c(C)c1', 'C']]"
862,[*]CC([*])c1ccc(Cl)c(C)c1,Egc,4.762,"['C', 'Cc1ccc(Cl)c(C)c1']","[['C', 'Cc1ccc(Cl)c(C)c1'], ['Cc1ccc(Cl)c(C)c1', 'C']]"
863,[*]CC([*])c1ccc(Cl)c(Cl)c1,Egc,2.3069,"['C', 'Cc1ccc(Cl)c(Cl)c1']","[['C', 'Cc1ccc(Cl)c(Cl)c1'], ['Cc1ccc(Cl)c(Cl)c1', 'C']]"
864,[*]C(F)(F)C([*])(F)c1ccccc1,Egc,5.6014,"['C(F)F', 'C(F)c1ccccc1']","[['C(F)F', 'C(F)c1ccccc1'], ['C(F)c1ccccc1', 'C(F)F']]"
865,[*]CC([*])c1ccc(C(=O)CCN2CCOCC2)cc1,Egc,3.2629,"['C', 'Cc1ccc(C(=O)CCN2CCOCC2)cc1']","[['C', 'Cc1ccc(C(=O)CCN2CCOCC2)cc1'], ['Cc1ccc(C(=O)CCN2CCOCC2)cc1', 'C']]"
866,[*]CC([*])c1ccc2ccccc2c1,Egc,3.6351,"['C', 'Cc1ccc2ccccc2c1']","[['C', 'Cc1ccc2ccccc2c1'], ['Cc1ccc2ccccc2c1', 'C']]"
867,[*]CC([*])c1ccncc1,Egc,2.5368,"['C', 'Cc1ccncc1']","[['C', 'Cc1ccncc1'], ['Cc1ccncc1', 'C']]"
868,[*]CC([*])c1cccc(C)n1,Egc,5.0497,"['C', 'Cc1cccc(C)n1']","[['C', 'Cc1cccc(C)n1'], ['Cc1cccc(C)n1', 'C']]"
870,[*]CC([*])n1cc2ccccc2n1,Egc,3.7572,"['C', 'Cn1cc2ccccc2n1']","[['C', 'Cn1cc2ccccc2n1'], ['Cn1cc2ccccc2n1', 'C']]"
871,[*]CC(CC([*])(C#N)C(=O)OC)c1ccccc1,Egc,5.5884,"['C', 'Cc1ccccc1', 'C', 'C(C#N)C(=O)OC']","[['C', 'Cc1ccccc1', 'C', 'C(C#N)C(=O)OC'], ['C(C#N)C(=O)OC', 'C', 'Cc1ccccc1', 'C'], ['C', 'C(C#N)C(=O)OC', 'C', 'Cc1ccccc1'], ['Cc1ccccc1', 'C', 'C(C#N)C(=O)OC', 'C']]"
874,[*]CC([*])(C)C#N,Egc,7.6319,"['C', 'C(C)C#N']","[['C', 'C(C)C#N'], ['C(C)C#N', 'C']]"
875,[*]CC([*])n1c2ccccc2c2ccccc21,Egc,4.0449,"['C', 'Cn1c2ccccc2c2ccccc21']","[['C', 'Cn1c2ccccc2c2ccccc21'], ['Cn1c2ccccc2c2ccccc21', 'C']]"
878,[*]CC([*])OC(C)=O,Egc,6.8523,"['C', 'COC(C)=O']","[['C', 'COC(C)=O'], ['COC(C)=O', 'C']]"
879,[*]CC([*])OC(=O)CC,Egc,6.5454,"['C', 'COC(=O)CC']","[['C', 'COC(=O)CC'], ['COC(=O)CC', 'C']]"
880,[*]CC([*])OC=O,Egc,6.9603,"['C', 'COC=O']","[['C', 'COC=O'], ['COC=O', 'C']]"
881,[*]CC([*])OCc1ccccc1,Egc,5.0639,"['C', 'COCc1ccccc1']","[['C', 'COCc1ccccc1'], ['COCc1ccccc1', 'C']]"
882,[*]CC([*])OC(=O)C(F)(F)F,Egc,6.7842,"['C', 'COC(=O)C(F)(F)F']","[['C', 'COC(=O)C(F)(F)F'], ['COC(=O)C(F)(F)F', 'C']]"
883,[*]C=CC(C[*])OC,Egc,5.0501,"['C', 'C', 'COC', 'C']","[['C', 'C', 'COC', 'C'], ['C', 'C', 'C', 'COC'], ['COC', 'C', 'C', 'C'], ['C', 'COC', 'C', 'C']]"
884,[*]C=CCC(C)(CC[*])C(=O)OC,Egc,5.4945,"['C', 'C', 'C', 'CCC(=O)OC', 'C', 'C']","[['C', 'C', 'C', 'CCC(=O)OC', 'C', 'C'], ['C', 'C', 'C', 'C', 'CCC(=O)OC', 'C'], ['C', 'C', 'C', 'C', 'C', 'CCC(=O)OC'], ['CCC(=O)OC', 'C', 'C', 'C', 'C', 'C'], ['C', 'CCC(=O)OC', 'C', 'C', 'C', 'C'], ['C', 'C', 'CCC(=O)OC', 'C', 'C', 'C']]"
887,[*]C(C)C([*])OC,Egc,5.326,"['CC', 'COC']","[['CC', 'COC'], ['COC', 'CC']]"
888,[*]C1CC([*])(C#N)C1,Egc,6.8104,['C1CC()(C#N)C1'],[['C1CC()(C#N)C1']]
889,[*]C(C)C([*])O,Egc,6.0639,"['CC', 'CO']","[['CC', 'CO'], ['CO', 'CC']]"
890,[*]CC([*])C(=O)C(C)(C)C,Egc,5.3334,"['C', 'CC(=O)C(C)(C)C']","[['C', 'CC(=O)C(C)(C)C'], ['CC(=O)C(C)(C)C', 'C']]"
893,[*]CC([*])SCC,Egc,4.9086,"['C', 'CSCC']","[['C', 'CSCC'], ['CSCC', 'C']]"
895,[*]C(OC(F)(F)F)C([*])(F)F,Egc,8.5308,"['COC(F)(F)F', 'C(F)F']","[['COC(F)(F)F', 'C(F)F'], ['C(F)F', 'COC(F)(F)F']]"
897,[*]C(F)(F)C([*])(F)OC(F)(F)F,Egc,8.2947,"['C(F)F', 'C(F)OC(F)(F)F']","[['C(F)F', 'C(F)OC(F)(F)F'], ['C(F)OC(F)(F)F', 'C(F)F']]"
898,[*]CC([*])SC,Egc,5.023,"['C', 'CSC']","[['C', 'CSC'], ['CSC', 'C']]"
899,[*]CC([*])(F)C(C)=O,Egc,4.643,"['C', 'C(F)C(C)=O']","[['C', 'C(F)C(C)=O'], ['C(F)C(C)=O', 'C']]"
901,[*]CC([*])C(=O)c1ccc(CC)cc1,Egc,4.27,"['C', 'CC(=O)c1ccc(CC)cc1']","[['C', 'CC(=O)c1ccc(CC)cc1'], ['CC(=O)c1ccc(CC)cc1', 'C']]"
902,[*]CC([*])OC(=O)c1ccc(OC(C)=O)cc1,Egc,4.6237,"['C', 'COC(=O)c1ccc(OC(C)=O)cc1']","[['C', 'COC(=O)c1ccc(OC(C)=O)cc1'], ['COC(=O)c1ccc(OC(C)=O)cc1', 'C']]"
903,[*]CC([*])OC(=O)c1cccc(Br)c1,Egc,4.2289,"['C', 'COC(=O)c1cccc(Br)c1']","[['C', 'COC(=O)c1cccc(Br)c1'], ['COC(=O)c1cccc(Br)c1', 'C']]"
904,[*]CC([*])OC(=O)c1cccc(Cl)c1,Egc,1.7974,"['C', 'COC(=O)c1cccc(Cl)c1']","[['C', 'COC(=O)c1cccc(Cl)c1'], ['COC(=O)c1cccc(Cl)c1', 'C']]"
905,[*]CC([*])OC(=O)C(F)(F)C(F)(F)C(F)(F)F,Egc,6.4207,"['C', 'COC(=O)C(F)(F)C(F)(F)C(F)(F)F']","[['C', 'COC(=O)C(F)(F)C(F)(F)C(F)(F)F'], ['COC(=O)C(F)(F)C(F)(F)C(F)(F)F', 'C']]"
907,[*]CC([*])OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Egc,6.4713,"['C', 'COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F']","[['C', 'COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F'], ['COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'C']]"
908,[*]CC([*])OC(=O)c1ccc(OC)cc1,Egc,4.435,"['C', 'COC(=O)c1ccc(OC)cc1']","[['C', 'COC(=O)c1ccc(OC)cc1'], ['COC(=O)c1ccc(OC)cc1', 'C']]"
909,[*]CC([*])OC(=O)c1cccnc1,Egc,4.7397,"['C', 'COC(=O)c1cccnc1']","[['C', 'COC(=O)c1cccnc1'], ['COC(=O)c1cccnc1', 'C']]"
910,[*]CC([*])OC(=O)C(C)(C)C,Egc,6.1579,"['C', 'COC(=O)C(C)(C)C']","[['C', 'COC(=O)C(C)(C)C'], ['COC(=O)C(C)(C)C', 'C']]"
911,[*]C=C([*])c1ccccc1,Egc,0.1289,"['C', 'Cc1ccccc1']","[['C', 'Cc1ccccc1'], ['Cc1ccccc1', 'C']]"
912,[*]CC([*])OC(=O)CCC,Egc,6.8545,"['C', 'COC(=O)CCC']","[['C', 'COC(=O)CCC'], ['COC(=O)CCC', 'C']]"
916,[*]CC([*])OC(=O)CCCCC,Egc,6.3448,"['C', 'COC(=O)CCCCC']","[['C', 'COC(=O)CCCCC'], ['COC(=O)CCCCC', 'C']]"
917,[*]CC(OC)C1C(=O)OC(=O)C1[*],Egc,5.9975,"['C', 'COC', 'C1CC(=O)OC1=O']","[['C', 'COC', 'C1CC(=O)OC1=O'], ['C1CC(=O)OC1=O', 'C', 'COC'], ['COC', 'C1CC(=O)OC1=O', 'C']]"
918,[*]CC(OC)C(C(=O)O)C([*])C(=O)O,Egc,6.3287,"['C', 'COC', 'CC(=O)O', 'CC(=O)O']","[['C', 'COC', 'CC(=O)O', 'CC(=O)O'], ['CC(=O)O', 'C', 'COC', 'CC(=O)O'], ['CC(=O)O', 'CC(=O)O', 'C', 'COC'], ['COC', 'CC(=O)O', 'CC(=O)O', 'C']]"
919,[*]CC([*])n1ccnc1,Egc,4.8897,"['C', 'Cn1ccnc1']","[['C', 'Cn1ccnc1'], ['Cn1ccnc1', 'C']]"
920,[*]CC([*])C(=O)c1ccc(Br)cc1,Egc,1.5897,"['C', 'CC(=O)c1ccc(Br)cc1']","[['C', 'CC(=O)c1ccc(Br)cc1'], ['CC(=O)c1ccc(Br)cc1', 'C']]"
922,[*]CC([*])N1CCCC1=O,Egc,5.4797,"['C', 'CN1CCCC1=O']","[['C', 'CN1CCCC1=O'], ['CN1CCCC1=O', 'C']]"
923,[*]CC([*])C(=O)O,Egc,6.7889,"['C', 'CC(=O)O']","[['C', 'CC(=O)O'], ['CC(=O)O', 'C']]"
924,[*]CC([*])C(=O)OCC,Egc,6.2551,"['C', 'CC(=O)OCC']","[['C', 'CC(=O)OCC'], ['CC(=O)OCC', 'C']]"
925,[*]CC([*])C(=O)OC(C)C,Egc,6.4162,"['C', 'CC(=O)OC(C)C']","[['C', 'CC(=O)OC(C)C'], ['CC(=O)OC(C)C', 'C']]"
926,[*]CC([*])C(=O)OCC(C)C,Egc,6.1261,"['C', 'CC(=O)OCC(C)C']","[['C', 'CC(=O)OCC(C)C'], ['CC(=O)OCC(C)C', 'C']]"
928,[*]CC([*])C(=O)OCC=C,Egc,6.066,"['C', 'CC(=O)OCC=C']","[['C', 'CC(=O)OCC=C'], ['CC(=O)OCC=C', 'C']]"
929,[*]CC([*])C(=O)OCC(F)(F)F,Egc,6.7005,"['C', 'CC(=O)OCC(F)(F)F']","[['C', 'CC(=O)OCC(F)(F)F'], ['CC(=O)OCC(F)(F)F', 'C']]"
930,[*]CC([*])C(=O)OCC(F)(F)C(F)C(F)(F)F,Egc,6.8499,"['C', 'CC(=O)OCC(F)(F)C(F)C(F)(F)F']","[['C', 'CC(=O)OCC(F)(F)C(F)C(F)(F)F'], ['CC(=O)OCC(F)(F)C(F)C(F)(F)F', 'C']]"
931,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,Egc,6.784,"['C', 'CC(=O)OCC(F)(F)C(F)(F)C(F)(F)F']","[['C', 'CC(=O)OCC(F)(F)C(F)(F)C(F)(F)F'], ['CC(=O)OCC(F)(F)C(F)(F)C(F)(F)F', 'C']]"
932,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Egc,6.3101,"['C', 'CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F']","[['C', 'CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F'], ['CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'C']]"
933,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Egc,6.2833,"['C', 'CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F']","[['C', 'CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F'], ['CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'C']]"
935,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,Egc,6.5517,"['C', 'CC(=O)OCC(F)(F)C(F)(F)OC(F)(F)F']","[['C', 'CC(=O)OCC(F)(F)C(F)(F)OC(F)(F)F'], ['CC(=O)OCC(F)(F)C(F)(F)OC(F)(F)F', 'C']]"
936,[*]CC([*])(C)C(=O)OC,Egc,6.5972,"['C', 'C(C)C(=O)OC']","[['C', 'C(C)C(=O)OC'], ['C(C)C(=O)OC', 'C']]"
937,[*]CC([*])(C)C(=O)OCC,Egc,6.4148,"['C', 'C(C)C(=O)OCC']","[['C', 'C(C)C(=O)OCC'], ['C(C)C(=O)OCC', 'C']]"
938,[*]CC([*])(C)C(=O)OCCCCCC,Egc,6.4509,"['C', 'C(C)C(=O)OCCCCCC']","[['C', 'C(C)C(=O)OCCCCCC'], ['C(C)C(=O)OCCCCCC', 'C']]"
939,[*]CC([*])(C)C(=O)Oc1ccccc1,Egc,5.2323,"['C', 'C(C)C(=O)Oc1ccccc1']","[['C', 'C(C)C(=O)Oc1ccccc1'], ['C(C)C(=O)Oc1ccccc1', 'C']]"
940,[*]CC([*])(C)C(=O)OCCc1ccccc1,Egc,5.7104,"['C', 'C(C)C(=O)OCCc1ccccc1']","[['C', 'C(C)C(=O)OCCc1ccccc1'], ['C(C)C(=O)OCCc1ccccc1', 'C']]"
941,[*]CC([*])(C)C(=O)Oc1ccc2ccccc2c1,Egc,3.6336,"['C', 'C(C)C(=O)Oc1ccc2ccccc2c1']","[['C', 'C(C)C(=O)Oc1ccc2ccccc2c1'], ['C(C)C(=O)Oc1ccc2ccccc2c1', 'C']]"
942,[*]CC([*])(C)C(=O)OCCBr,Egc,5.9262,"['C', 'C(C)C(=O)OCCBr']","[['C', 'C(C)C(=O)OCCBr'], ['C(C)C(=O)OCCBr', 'C']]"
944,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)F,Egc,6.3988,"['C', 'C(C)C(=O)OCC(F)(F)C(F)F']","[['C', 'C(C)C(=O)OCC(F)(F)C(F)F'], ['C(C)C(=O)OCC(F)(F)C(F)F', 'C']]"
945,[*]CC([*])(C)C(=O)OC(C(F)(F)F)C(F)(F)F,Egc,6.0312,"['C', 'C(C)C(=O)OC(C(F)(F)F)C(F)(F)F']","[['C', 'C(C)C(=O)OC(C(F)(F)F)C(F)(F)F'], ['C(C)C(=O)OC(C(F)(F)F)C(F)(F)F', 'C']]"
946,[*]CC([*])(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,Egc,6.1534,"['C', 'C(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F']","[['C', 'C(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F'], ['C(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F', 'C']]"
947,[*]CC([*])(C)C(=O)OCCO,Egc,6.1908,"['C', 'C(C)C(=O)OCCO']","[['C', 'C(C)C(=O)OCCO'], ['C(C)C(=O)OCCO', 'C']]"
948,[*]CC([*])(C)C(=O)OCCOCC,Egc,6.2857,"['C', 'C(C)C(=O)OCCOCC']","[['C', 'C(C)C(=O)OCCOCC'], ['C(C)C(=O)OCCOCC', 'C']]"
949,[*]CC([*])(C)C(=O)OCC1CCCO1,Egc,5.5918,"['C', 'C(C)C(=O)OCC1CCCO1']","[['C', 'C(C)C(=O)OCC1CCCO1'], ['C(C)C(=O)OCC1CCCO1', 'C']]"
950,[*]CC([*])(Cl)C(=O)OC,Egc,5.8077,"['C', 'C(Cl)C(=O)OC']","[['C', 'C(Cl)C(=O)OC'], ['C(Cl)C(=O)OC', 'C']]"
951,[*]CC([*])(Cl)C(=O)OCC,Egc,6.3834,"['C', 'C(Cl)C(=O)OCC']","[['C', 'C(Cl)C(=O)OCC'], ['C(Cl)C(=O)OCC', 'C']]"
952,[*]CC([*])C(N)=O,Egc,6.3386,"['C', 'CC(N)=O']","[['C', 'CC(N)=O'], ['CC(N)=O', 'C']]"
954,[*]CC([*])C(=O)OC1CCCCC1,Egc,6.0771,"['C', 'CC(=O)OC1CCCCC1']","[['C', 'CC(=O)OC1CCCCC1'], ['CC(=O)OC1CCCCC1', 'C']]"
955,[*]CC([*])(C#N)C(=O)OC,Egc,6.7385,"['C', 'C(C#N)C(=O)OC']","[['C', 'C(C#N)C(=O)OC'], ['C(C#N)C(=O)OC', 'C']]"
956,[*]CC([*])C(=O)OC(C)CC(C)C,Egc,6.3605,"['C', 'CC(=O)OC(C)CC(C)C']","[['C', 'CC(=O)OC(C)CC(C)C'], ['CC(=O)OC(C)CC(C)C', 'C']]"
957,[*]CC([*])C(=O)OCCC#N,Egc,6.4368,"['C', 'CC(=O)OCCC#N']","[['C', 'CC(=O)OCCC#N'], ['CC(=O)OCCC#N', 'C']]"
958,[*]CC([*])C(=O)OCF,Egc,6.4866,"['C', 'CC(=O)OCF']","[['C', 'CC(=O)OCF'], ['CC(=O)OCF', 'C']]"
959,[*]CC([*])C(=O)OCCCCSC,Egc,4.571,"['C', 'CC(=O)OCCCCSC']","[['C', 'CC(=O)OCCCCSC'], ['CC(=O)OCCCCSC', 'C']]"
960,[*]CC([*])C(=O)OCCCSCC,Egc,4.5768,"['C', 'CC(=O)OCCCSCC']","[['C', 'CC(=O)OCCCSCC'], ['CC(=O)OCCCSCC', 'C']]"
961,[*]CC([*])C(=O)OCCSCC#N,Egc,5.2595,"['C', 'CC(=O)OCCSCC#N']","[['C', 'CC(=O)OCCSCC#N'], ['CC(=O)OCCSCC#N', 'C']]"
962,[*]CC([*])C(=O)OCCCSCCC#N,Egc,5.408,"['C', 'CC(=O)OCCCSCCC#N']","[['C', 'CC(=O)OCCCSCCC#N'], ['CC(=O)OCCCSCCC#N', 'C']]"
964,[*]CC([*])C(=O)Oc1cccc(C)c1,Egc,4.8262,"['C', 'CC(=O)Oc1cccc(C)c1']","[['C', 'CC(=O)Oc1cccc(C)c1'], ['CC(=O)Oc1cccc(C)c1', 'C']]"
